SSN,Longitude,Latitude,Country,Site,Cluster,Profile,Depth,Clay_8um,CORG,pH,Alox,Feox,Caex,MAT,MAP,PET,CIA,LandCover
icr054293,32.29327011,0.56445801,Uganda,Namasuba,8,1,Topsoil,43.495,4.87,5.21,0.1333367,0.5468005,8.69,22.19999993,1185,1584,87.95183979,Other
icr054294,32.29327011,0.56445801,Uganda,Namasuba,8,1,Subsoil,51.2645,1.25,4.87,0.0764364,0.3318947,2.95,22.19999993,1185,1584,94.06188348,Other
icr054296,32.28482437,0.56141299,Uganda,Namasuba,8,2,Subsoil,56.709,2.05,5.75,0.1465246,0.1911694,6.71,22.21250006,1189,1584,88.84313853,Cropland
icr054301,32.29267502,0.565265,Uganda,Namasuba,8,5,Topsoil,50.274,2.83,6.23,0.0763107,0.3302102,10.92,22.19999993,1185,1584,81.02780462,Grassland
icr054302,32.29267502,0.565265,Uganda,Namasuba,8,5,Subsoil,34.694,0.59,5.69,0.0408615,0.0540959,2.8,22.19999993,1185,1584,91.66998639,Grassland
icr054304,32.2905159,0.564143,Uganda,Namasuba,8,6,Subsoil,61.319,1.67,6.8,0.1331209,0.207992,7.2,22.21250006,1189,1584,89.3008795,Cropland
icr054307,32.28472519,0.56025702,Uganda,Namasuba,8,8,Topsoil,53.83,3.04,6.58,0.14148,0.1747565,13.27,22.21250006,1189,1584,82.02538795,Cropland
icr054308,32.28472519,0.56025702,Uganda,Namasuba,8,8,Subsoil,58.526,2.09,6.19,0.1447557,0.2075859,8.42,22.21250006,1189,1584,87.94880604,Cropland
icr054309,32.28888702,0.55812198,Uganda,Namasuba,8,9,Topsoil,30.572,2.18,5.18,0.0873636,0.2553835,3.33,22.18333328,1188,1580,81.49523631,Cropland
icr054310,32.28888702,0.55812198,Uganda,Namasuba,8,9,Subsoil,23.871,0.51,4.6,0.0455169,0.1376384,0.54,22.18333328,1188,1580,88.66938989,Cropland
icr054312,32.29060745,0.56199503,Uganda,Namasuba,8,10,Subsoil,56.399,1.25,5.53,0.132941,0.1720888,2.63,22.21250006,1189,1584,96.17165469,Cropland
icr054315,32.30392838,0.49693999,Uganda,Namasuba,9,2,Topsoil,30.556,1.39,5.45,0.0604454,0.1041115,2.76,22.10416675,1191,1565,85.02997888,Cropland
icr054316,32.30392838,0.49693999,Uganda,Namasuba,9,2,Subsoil,38.6,1,4.86,0.0805849,0.1680509,1.46,22.10416675,1191,1565,89.42122836,Cropland
icr054317,32.3088913,0.501647,Uganda,Namasuba,9,3,Topsoil,55.891,2.38,6.34,0.1368813,0.1618395,10.34,21.89166665,1170,1556,86.66350019,Other
icr054321,32.31001282,0.50080198,Uganda,Namasuba,9,6,Topsoil,38.897,4.33,6.15,0.100177,0.1508617,12.88,21.89166665,1170,1556,77.97306268,Other
icr054322,32.3050766,0.49724999,Uganda,Namasuba,9,7,Topsoil,61.02,3.54,4.38,0.1404233,0.4356872,5.57,22.10416675,1191,1565,91.36547452,Other
icr054323,32.3050766,0.49724999,Uganda,Namasuba,9,7,Subsoil,42.844,1.72,4.33,0.0860581,0.2696951,3.34,22.10416675,1191,1565,91.77438331,Other
icr054324,32.31092072,0.49615699,Uganda,Namasuba,9,9,Topsoil,43.722,1.83,6.45,0.1221627,0.1885652,8.94,22.07499993,1187,1564,86.99716074,Cropland
icr054325,32.31092072,0.49615699,Uganda,Namasuba,9,9,Subsoil,62.356,1.28,5.83,0.1284611,0.2277158,5.19,22.07499993,1187,1564,92.50319536,Cropland
icr054326,32.3098259,0.50155801,Uganda,Namasuba,9,12,Topsoil,45.33,3.8,5.83,0.1665906,0.1550154,11.85,21.89166665,1170,1556,83.91353763,Other
icr054328,32.31152725,0.49965701,Uganda,Namasuba,9,15,Topsoil,38.787,1.45,6.33,0.1338266,0.1831281,6.11,22.07499993,1187,1564,89.54872296,Other
icr054329,32.31152725,0.49965701,Uganda,Namasuba,9,15,Subsoil,71.467,0.99,5.97,0.140055,0.1971751,5.22,22.07499993,1187,1564,94.01115098,Other
icr054330,32.30536652,0.51595002,Uganda,Namasuba,10,1,Topsoil,48.72,3.46,5.66,0.1347345,0.174845,10.46,22.11666667,1179,1571,81.25648028,Other
icr054332,32.30654526,0.51543802,Uganda,Namasuba,10,3,Topsoil,48.09,4.46,6.49,0.1742387,0.2514959,16.05,22.11666667,1179,1571,72.80274763,Other
icr054334,32.30515671,0.51432502,Uganda,Namasuba,10,4,Subsoil,64.1525,1.83,5.53,0.1245523,0.193006,4.94,22.11666667,1179,1571,88.66875046,Other
icr054336,32.30672073,0.51216,Uganda,Namasuba,10,6,Topsoil,25.206,2.07,4.75,0.0488806,0.1708042,3.38,22.11666667,1179,1571,80.89532942,Other
icr054340,32.30221558,0.51117498,Uganda,Namasuba,10,9,Topsoil,33.602,2.94,4.68,0.1100153,0.5003673,3.24,22.11666667,1179,1571,86.80572437,Cropland
icr054345,32.31171417,0.53860003,Uganda,Namasuba,11,1,Subsoil,50.366,1.26,5.58,0.1369362,0.1417031,3.6,22.05000007,1171,1575,84.49569442,Other
icr054348,32.3148613,0.54309499,Uganda,Namasuba,11,4,Topsoil,49.511,2.44,5.8,0.1528712,0.2044397,8.65,22.13333333,1175,1582,81.86680045,Other
icr054351,32.31112289,0.538288,Uganda,Namasuba,11,5,Subsoil,60.37,1.94,5.67,0.1322175,0.1536162,6.48,22.05000007,1171,1575,82.77440284,Other
icr054353,32.31127167,0.53860802,Uganda,Namasuba,11,6,Subsoil,43.303,2.28,5.93,0.1427072,0.1578321,10.12,22.05000007,1171,1575,81.00084085,Other
icr054356,32.31532669,0.53988802,Uganda,Namasuba,11,9,Subsoil,69.974,2.13,5.74,0.1771595,0.2125662,9.24,22.05000007,1171,1575,85.04861069,Other
icr054357,32.31027603,0.54143697,Uganda,Namasuba,11,10,Topsoil,57.494,3,5.6,0.1418959,0.2221493,7.23,22.05000007,1171,1575,88.03633816,Other
icr054358,32.3144989,0.54025501,Uganda,Namasuba,11,11,Topsoil,46.489,2.97,5.54,0.1057653,0.1531123,9.35,22.05000007,1171,1575,77.81547003,Other
icr054361,32.31141281,0.55428702,Uganda,Namasuba,12,1,Subsoil,43.478,0.83,6.37,0.0640257,0.1614261,4.32,22.04999999,1162,1579,88.3344714,Cropland
icr054362,32.30685043,0.55478698,Uganda,Namasuba,12,2,Topsoil,58.762,5.45,6.77,0.2942982,0.3207236,14.32,21.89583333,1168,1571,82.54011709,Cropland
icr054363,32.30693817,0.55994499,Uganda,Namasuba,12,3,Topsoil,58.562,2.57,6.43,0.1210424,0.5001847,12.26,22.1291668,1173,1583,81.98181668,Cropland
icr054364,32.30693817,0.55994499,Uganda,Namasuba,12,3,Subsoil,71.478,0.88,6,0.0931099,0.5144107,7.04,22.1291668,1173,1583,88.63920348,Cropland
icr054365,32.30409241,0.55333799,Uganda,Namasuba,12,4,Topsoil,41.247,4.38,5.82,0.1447496,0.1830044,14.48,21.89583333,1168,1571,76.71788717,Other
icr054367,32.30413055,0.55819303,Uganda,Namasuba,12,5,Subsoil,50.707,1.58,5.92,0.1290829,0.1984419,5.15,21.89583333,1168,1571,87.24604195,Cropland
icr054368,32.30768585,0.552697,Uganda,Namasuba,12,6,Topsoil,40.381,5.53,6.26,0.1946019,0.2184636,18.49,21.89583333,1168,1571,77.47167496,Cropland
icr054369,32.30707169,0.55404502,Uganda,Namasuba,12,7,Topsoil,66.09,4.31,6.13,0.2605144,0.2965846,13.75,21.89583333,1168,1571,87.28101172,Other
icr054370,32.30406189,0.55534297,Uganda,Namasuba,12,8,Subsoil,41.873,3.64,6.32,0.1033471,0.1399307,14.29,21.89583333,1168,1571,73.03982832,Other
icr054371,32.30800629,0.55213201,Uganda,Namasuba,12,9,Subsoil,53.189,2.59,7.07,0.1398463,0.213415,10.48,21.89583333,1168,1571,85.63373591,Cropland
icr054372,32.30748367,0.55493498,Uganda,Namasuba,12,10,Topsoil,73.014,4.13,6.47,0.2467972,0.2835269,17.31,21.89583333,1168,1571,84.473137,Other
icr054373,32.30748367,0.55493498,Uganda,Namasuba,12,10,Subsoil,85.212,2.5,6.05,0.2515238,0.3115696,11.74,21.89583333,1168,1571,90.80451754,Other
icr054374,32.33593369,0.49447301,Uganda,Namasuba,13,3,Topsoil,47.067,2,5.48,0.1621821,0.232981,4.59,22.08750002,1171,1570,94.11163003,Other
icr054381,32.33469009,0.49426001,Uganda,Namasuba,13,7,Subsoil,18.315,0.65,4.96,0.0204586,0.0377088,0.95,22.08750002,1171,1570,95.51632243,Other
icr054385,32.33964539,0.49368501,Uganda,Namasuba,13,10,Subsoil,31.648,1.28,4.74,0.1065434,0.2548265,1.09,22.08750002,1171,1570,95.01966364,Other
icr054387,32.33942032,0.51074201,Uganda,Namasuba,14,1,Topsoil,63.4045,1.69,5.97,0.1646454,0.2226893,5.85,22.01666653,1176,1568,94.0377735,Cropland
icr054388,32.33942032,0.51074201,Uganda,Namasuba,14,1,Subsoil,79.641,1.05,5.8,0.1332492,0.2158531,4.66,22.01666653,1176,1568,96.6975061,Cropland
icr054390,32.33706665,0.51546699,Uganda,Namasuba,14,2,Subsoil,72.872,1.36,7.15,0.1492781,0.2271144,10.71,22.01666653,1176,1568,90.44882043,Cropland
icr054391,32.33559799,0.51260001,Uganda,Namasuba,14,3,Topsoil,46.772,4.28,5.11,0.1055619,0.4309719,10.13,22.01666653,1176,1568,87.14195459,Other
icr054394,32.33340073,0.51406002,Uganda,Namasuba,14,4,Subsoil,42.409,1.69,5.59,0.1476059,0.1802005,4.33,22.01666653,1176,1568,92.14316792,Other
icr054395,32.33616638,0.50930202,Uganda,Namasuba,14,5,Topsoil,39.906,4.04,4.87,0.0961229,0.393112,4.75,22.01666653,1176,1568,89.83869704,Cropland
icr054396,32.33616638,0.50930202,Uganda,Namasuba,14,5,Subsoil,36.499,1.13,4.76,0.054539,0.1358753,2.45,22.01666653,1176,1568,93.56593934,Cropland
icr054399,32.34150696,0.51262498,Uganda,Namasuba,14,7,Subsoil,77.339,1.15,5.58,0.1683852,0.2734413,4.6,22.01666653,1176,1568,96.38054358,Cropland
icr054400,32.3333931,0.51163501,Uganda,Namasuba,14,8,Topsoil,56.344,2.14,6.51,0.1933838,0.2174234,10.04,22.01666653,1176,1568,91.2603424,Cropland
icr054402,32.33401489,0.51394999,Uganda,Namasuba,14,9,Topsoil,25.902,1.51,5.39,0.0957044,0.199971,2.71,22.01666653,1176,1568,88.80452267,Cropland
icr054403,32.33401489,0.51394999,Uganda,Namasuba,14,9,Subsoil,24.444,0.53,5.34,0.051984,0.1489164,0.81,22.01666653,1176,1568,93.29258094,Cropland
icr054405,32.32914352,0.527363,Uganda,Namasuba,15,1,Topsoil,48.348,3.03,6.34,0.1619981,0.2599048,10.67,21.86666663,1162,1568,82.33647737,Cropland
icr054407,32.33055115,0.52863801,Uganda,Namasuba,15,2,Subsoil,75.266,1.15,5.85,0.1362262,0.2284464,4.92,21.86666663,1162,1568,93.93081425,Other
icr054410,32.33211136,0.52495998,Uganda,Namasuba,15,5,Topsoil,58.733,3.25,6.62,0.1549018,0.1525134,12.42,21.92083343,1156,1567,83.51328678,Other
icr054411,32.33211136,0.52495998,Uganda,Namasuba,15,5,Subsoil,68.937,2.21,6.4,0.1594754,0.1699462,8.94,21.92083343,1156,1567,89.18532495,Other
icr054414,32.32916641,0.530985,Uganda,Namasuba,15,8,Topsoil,61.6,2.88,6.1,0.1039661,0.143105,10.18,21.86666663,1162,1568,81.52338986,Cropland
icr054415,32.33204269,0.52944702,Uganda,Namasuba,15,9,Topsoil,71.385,2.86,5.87,0.1719376,0.2536838,9.51,21.86666663,1162,1568,90.06543934,Other
icr054416,32.33204269,0.52944702,Uganda,Namasuba,15,9,Subsoil,85.233,1.51,5.85,0.1660599,0.28138,7.4,21.86666663,1162,1568,94.26115378,Other
icr054417,32.33169556,0.53438002,Uganda,Namasuba,15,10,Topsoil,39.928,4.85,6.57,0.13013,0.1571642,14.08,21.96666666,1157,1572,73.43598924,Other
icr054421,32.33692169,0.55989701,Uganda,Namasuba,16,2,Subsoil,68.972,0.94,5.86,0.1164508,0.1724751,3.66,22.15000021,1174,1588,95.10390713,Grassland
icr054423,32.32955933,0.55978698,Uganda,Namasuba,16,3,Subsoil,86.677,1.3,5.81,0.1511427,0.189717,5.07,22.07500001,1167,1583,95.31288975,Cropland
icr054426,32.33074188,0.56059003,Uganda,Namasuba,16,5,Topsoil,52.854,1.88,6.65,0.132958192,0.201273269,7.86,22.07500001,1167,1583,87.45666768,Cropland
icr054427,32.33074188,0.56059003,Uganda,Namasuba,16,5,Subsoil,57.92,1.29,6.2,0.141727388,0.235019341,6.48,22.07500001,1167,1583,92.75731808,Cropland
icr054433,32.32992935,0.56426501,Uganda,Namasuba,16,9,Topsoil,38.091,2.48,6.73,0.128157281,0.14842239,9.51,22.07500001,1167,1583,84.48905931,Cropland
icr054434,32.32992935,0.56426501,Uganda,Namasuba,16,9,Subsoil,51.408,1.7,6.2,0.154116249,0.167374282,6.84,22.07500001,1167,1583,90.75000069,Cropland
icr054438,31.46679667,1.45866,Uganda,Hoima,1,1,Subsoil,91.765,1.64,5.51,0.306991061,0.607260787,7.02,22.0625,1289,1623,96.27929151,Other
icr054439,31.46880333,1.45937,Uganda,Hoima,1,2,Topsoil,64.902,6.24,5.73,0.419166829,0.510806389,16.31,22.0625,1289,1623,89.75281817,Other
icr054440,31.46880333,1.45937,Uganda,Hoima,1,2,Subsoil,89.29,2.49,4.67,0.401022022,0.52536279,1.86,22.0625,1289,1623,97.08353392,Other
icr054443,31.47385,1.452498333,Uganda,Hoima,1,4,Topsoil,78.565,2.74,4.96,0.240212096,0.324641785,2.41,21.85416667,1285,1610,82.12028432,Other
icr054444,31.472065,1.455013333,Uganda,Hoima,1,5,Topsoil,87.06,2.65,4.94,0.339875332,0.500592307,1.85,21.85416667,1285,1610,98.02857127,Other
icr054445,31.46744833,1.452473333,Uganda,Hoima,1,6,Topsoil,75.241,2.59,5.84,0.372429717,0.472404575,8.27,21.85416667,1285,1610,94.76754391,Grassland
icr054446,31.46744833,1.452473333,Uganda,Hoima,1,6,Subsoil,84.455,2.12,5.62,0.377954483,0.539335343,7.48,21.85416667,1285,1610,95.72308717,Grassland
icr054448,31.467215,1.459193333,Uganda,Hoima,1,7,Subsoil,79.369,2.97,6.14,0.464670018,0.559165376,13.47,22.0625,1289,1623,92.94275804,Cropland
icr054449,31.472245,1.457278333,Uganda,Hoima,1,8,Topsoil,79.501,4.12,5.73,0.585264704,0.494256045,10.69,21.85416667,1285,1610,94.13452998,Other
icr054450,31.472245,1.457278333,Uganda,Hoima,1,8,Subsoil,86.264,1.99,5.31,0.506575095,0.540075445,2.56,21.85416667,1285,1610,88.52005914,Other
icr054454,31.46665,1.455336667,Uganda,Hoima,1,10,Subsoil,80.774,2.64,5.07,0.471320399,0.568955624,4.02,22.50833321,1305,1630,96.45110863,Cropland
icr054455,31.46098167,1.473823333,Uganda,Hoima,2,1,Topsoil,65.894,2.89,5.3,0.155276868,0.298493727,3.63,22.72499998,1305,1651,79.61282085,Other
icr054457,31.46200667,1.473473333,Uganda,Hoima,2,2,Subsoil,72.9735,0.96,4.82,0.186586255,0.222572549,1.32,22.72499998,1305,1651,86.47681148,Other
icr054460,31.460605,1.478866667,Uganda,Hoima,2,4,Subsoil,75.262,2.13,5.64,0.207122621,0.289833319,6.18,22.6916666,1302,1652,87.44908426,Other
icr054462,31.46323167,1.471326667,Uganda,Hoima,2,5,Subsoil,70.015,1.48,5.04,0.135855775,0.391179797,2.26,22.72499998,1305,1651,87.27252617,Other
icr054471,31.46673,1.500211667,Uganda,Hoima,3,2,Topsoil,82.668,4.3,4.69,0.275716603,0.304789571,2,22.73749987,1310,1657,87.90949846,Other
icr054476,31.46735167,1.503153333,Uganda,Hoima,3,6,Topsoil,64.415,4.55,5.26,0.28168936,0.326423849,6.54,22.73749987,1310,1657,87.9445499,Other
icr054499,31.46888167,1.52402,Uganda,Hoima,4,9,Subsoil,73.341,2.6,5.89,0.306936026,0.308109723,9.99,22.77500002,1330,1656,92.01589398,Grassland
icr054503,31.490315,1.46231,Uganda,Hoima,5,2,Subsoil,73.223,3.95,5.05,0.313277014,0.549318391,3.49,21.99166671,1278,1629,95.26540315,Other
icr054506,31.49123167,1.455,Uganda,Hoima,5,4,Topsoil,74.444,4.47,5.15,0.444935677,0.646814039,5.07,21.85416659,1274,1620,95.13606685,Other
icr054509,31.48692333,1.459821667,Uganda,Hoima,5,7,Topsoil,74.856,3.17,4.7,0.202505038,0.273353874,2.9,21.99166671,1278,1629,92.46385942,Other
icr054510,31.49595167,1.458875,Uganda,Hoima,5,8,Topsoil,46.473,4.95,6.06,0.245224704,0.451111363,10.58,22.02499994,1279,1632,81.23053281,Other
icr054514,31.49483667,1.461455,Uganda,Hoima,5,10,Subsoil,77.282,2.39,7.49,0.275987986,0.448084716,17.3,22.02499994,1279,1632,82.28762448,Grassland
icr054520,31.49550167,1.4778,Uganda,Hoima,6,4,Topsoil,73.772,2.32,5,0.166316631,0.380082757,1.34,21.9374998,1304,1618,91.26424853,Other
icr054521,31.49690833,1.480115,Uganda,Hoima,6,5,Topsoil,77.185,3.13,5.1,0.342570124,0.687731835,2.15,21.9374998,1304,1618,93.77220666,Other
icr054522,31.494725,1.481046667,Uganda,Hoima,6,6,Topsoil,57.909,5.14,6.25,0.204372305,0.275463149,14.85,21.9374998,1304,1618,77.36664183,Other
icr054523,31.49498167,1.481888333,Uganda,Hoima,6,7,Topsoil,71.131,4.34,6.17,0.27775722,0.384386172,11.14,21.9374998,1304,1618,83.59596775,Cropland
icr054524,31.49498167,1.481888333,Uganda,Hoima,6,7,Subsoil,75.536,2.39,7.37,0.183667859,0.273726453,13.22,21.9374998,1304,1618,83.3620554,Cropland
icr054526,31.491315,1.480385,Uganda,Hoima,6,8,Subsoil,82.493,2.17,5.81,0.161112306,0.245439916,7.99,22.49166671,1299,1646,86.97076072,Cropland
icr054527,31.492165,1.481156667,Uganda,Hoima,6,9,Topsoil,69.742,4.52,6.34,0.313958024,0.399835015,12.51,21.9374998,1304,1618,83.24698131,Cropland
icr054529,31.490945,1.502983333,Uganda,Hoima,7,1,Topsoil,69.377,3.91,6.35,0.37642869,0.267278759,12.53,22.86249995,1302,1672,90.86913336,Other
icr054532,31.49716333,1.506961667,Uganda,Hoima,7,3,Topsoil,51.51,5.52,4.55,0.167415554,1.807523016,6.82,22.8791666,1304,1670,91.91882321,Other
icr054534,31.498755,1.501618333,Uganda,Hoima,7,4,Subsoil,89.018,2.01,6.36,0.382066508,0.366630761,10.43,22.8791666,1304,1670,93.1653708,Grassland
icr054540,31.49539167,1.503753333,Uganda,Hoima,7,8,Topsoil,74.097,3.44,6.77,0.171966458,0.218775544,17.12,22.8791666,1304,1670,83.54455641,Cropland
icr054545,31.49686,1.50629,Uganda,Hoima,7,10,Subsoil,71.971,2,5.84,0.168551682,0.235096803,7.7,22.8791666,1304,1670,93.93507039,Cropland
icr054556,31.48545833,1.52404,Uganda,Hoima,8,8,Topsoil,61.317,5.61,5.25,0.206204613,0.643576207,14.11,22.95833325,1329,1664,85.50445844,Cropland
icr054557,31.48545833,1.52404,Uganda,Hoima,8,8,Subsoil,73.964,2.41,5.73,0.127025119,0.344254609,19.77,22.95833325,1329,1664,84.81963211,Cropland
icr054560,31.48422,1.519278333,Uganda,Hoima,8,10,Topsoil,55.277,5.62,5.38,0.153209874,0.674993678,17.26,22.95833325,1329,1664,82.57085483,Cropland
icr054561,31.48422,1.519278333,Uganda,Hoima,8,10,Subsoil,62.375,3.1,5.06,0.157994455,0.622105425,9.2,22.95833325,1329,1664,89.45241413,Cropland
icr054563,31.48451167,1.522108333,Uganda,Hoima,8,14,Subsoil,55.993,1.75,5.54,0.114386312,0.450224579,9.69,22.95833325,1329,1664,86.45109541,Grassland
icr054564,31.507475,1.462205,Uganda,Hoima,9,1,Topsoil,75.5645,2.68,6.16,0.380604067,0.598382284,10.5,22.25833321,1287,1639,92.03846699,Cropland
icr054566,31.511745,1.46008,Uganda,Hoima,9,2,Topsoil,71.18,3.18,5.9,0.3737199,0.594053468,8.59,22.67083351,1306,1654,95.47820303,Cropland
icr054573,31.51039333,1.460826667,Uganda,Hoima,9,5,Subsoil,80.321,3.28,6.15,0.389056492,0.338630138,12.07,22.67083351,1306,1654,92.82092229,Cropland
icr054574,31.51262,1.461373333,Uganda,Hoima,9,6,Topsoil,84.527,3.2,5.27,0.363221654,0.297723487,5.26,22.67083351,1306,1654,96.24800094,Grassland
icr054575,31.51262,1.461373333,Uganda,Hoima,9,6,Subsoil,90.969,2.19,5.06,0.344717707,0.359431951,3.45,22.67083351,1306,1654,97.17574119,Grassland
icr054579,31.50898667,1.460783333,Uganda,Hoima,9,8,Subsoil,86.173,2.49,6.1,0.402776583,0.382507736,11.83,22.67083351,1306,1654,93.71014069,Cropland
icr054581,31.51144,1.46282,Uganda,Hoima,9,9,Subsoil,84.415,2.73,5.57,0.323038096,0.440247198,7.02,22.67083351,1306,1654,94.31280203,Grassland
icr054592,31.51056167,1.473833333,Uganda,Hoima,10,5,Subsoil,88.519,1.7,4.7,0.440345972,0.583061193,0.48,22.62500008,1322,1648,96.86360696,Grassland
icr054595,31.51078167,1.480781667,Uganda,Hoima,10,7,Topsoil,70.261,5.33,6.71,0.389512712,0.583584199,9.02,22.63333344,1333,1650,91.89497323,Other
icr054596,31.51653333,1.478858333,Uganda,Hoima,10,8,Topsoil,72.272,3.6,5.62,0.374288053,0.279687033,13.68,22.63333344,1333,1650,89.71993809,Cropland
icr054598,31.509795,1.476665,Uganda,Hoima,10,9,Topsoil,78.901,4.83,6.3,0.302513759,0.496622719,9.72,22.63333344,1333,1650,88.90461855,Other
icr054611,31.51057167,1.503796667,Uganda,Hoima,11,8,Subsoil,79.66,2.24,6.13,0.322278422,0.382425054,11.44,22.9625001,1303,1679,91.48686393,Cropland
icr054614,31.5082,1.501081667,Uganda,Hoima,11,12,Topsoil,55.511,3.55,5.01,0.402502818,0.46023364,2.37,22.82499997,1310,1666,95.98003601,Grassland
icr054617,31.51374833,1.49741,Uganda,Hoima,11,15,Subsoil,83.548,2.01,6.27,0.267138481,0.254319127,10.19,22.83333333,1321,1663,95.05553168,Cropland
icr054621,31.51372,1.525873333,Uganda,Hoima,12,2,Subsoil,61.278,2.05,4.93,0.162914251,0.56109408,4.03,22.91249967,1323,1668,89.83752061,Cropland
icr054626,31.51713333,1.520226667,Uganda,Hoima,12,5,Topsoil,35.335,9.18,4.69,0.137948997,1.8638599,12.33,22.99999992,1326,1672,86.43787011,Grassland
icr054630,31.51364,1.522481667,Uganda,Hoima,12,7,Subsoil,68.363,2.8,5.68,0.16345683,0.320486671,5.66,22.93749992,1325,1669,86.66947073,Grassland
icr054632,31.51729667,1.522433333,Uganda,Hoima,12,8,Subsoil,56.463,1.58,6.5,0.202350496,0.147618239,10.75,22.99999992,1326,1672,94.98852959,Grassland
icr054633,31.51510333,1.519318333,Uganda,Hoima,12,9,Topsoil,48.274,5.71,6.02,0.264872228,0.350214312,12.21,22.93749992,1325,1669,88.22372902,Grassland
icr054638,31.53797833,1.455051667,Uganda,Hoima,13,1,Subsoil,85.774,1.77,4.68,0.339551667,0.396258263,0.96,22.80416663,1284,1676,98.31693274,Other
icr054639,31.54013833,1.455265,Uganda,Hoima,13,2,Topsoil,82.62,3.44,4.88,0.507412198,0.527872173,2.7,22.80416663,1284,1676,96.73756914,Other
icr054643,31.533415,1.45752,Uganda,Hoima,13,4,Topsoil,68.176,4.46,6.37,0.363726082,0.342458433,16.53,22.80416663,1284,1676,86.48850525,Other
icr054644,31.533415,1.45752,Uganda,Hoima,13,4,Subsoil,76.156,3.13,6.36,0.380566997,0.36871343,12.51,22.80416663,1284,1676,91.56049053,Other
icr054645,31.53442833,1.458805,Uganda,Hoima,13,5,Topsoil,32.32,7.77,7.31,0.698621785,1.133537956,21.8,22.94583344,1290,1685,76.27094753,Other
icr054646,31.53444667,1.456893333,Uganda,Hoima,13,6,Topsoil,71.877,5.19,5.95,0.367212444,0.381958562,15.3,22.80416663,1284,1676,90.46608854,Other
icr054649,31.53662833,1.456645,Uganda,Hoima,13,7,Subsoil,91.829,2.14,4.69,0.411560976,0.466103401,2.16,22.80416663,1284,1676,98.04642078,Other
icr054651,31.54233167,1.461135,Uganda,Hoima,13,8,Subsoil,72.876,2.67,6.78,0.160896297,0.214156955,13.94,22.96250025,1299,1673,87.23227027,Cropland
icr054653,31.53822167,1.455346667,Uganda,Hoima,13,9,Subsoil,65.567,4.01,5.11,0.481241022,0.509374703,6.07,22.80416663,1284,1676,94.81032933,Other
icr054654,31.53798333,1.461321667,Uganda,Hoima,13,10,Topsoil,76.735,3.13,6.59,0.304826601,0.249219815,12.9,22.94583344,1290,1685,90.56099414,Cropland
icr054665,31.536165,1.475725,Uganda,Hoima,14,6,Subsoil,67.353,2.02,7.06,0.165348476,0.243654667,12.87,22.95833341,1330,1670,85.69496484,Cropland
icr054671,31.53008833,1.472931667,Uganda,Hoima,14,12,Subsoil,60.893,3.08,7.65,0.292199638,0.297377723,17.09,22.92916656,1305,1666,83.59830515,Cropland
icr054673,31.52898833,1.47342,Uganda,Hoima,14,14,Subsoil,78.824,2.2,6.18,0.322128311,0.307937817,11.16,22.92916656,1305,1666,92.77373698,Cropland
icr074397,26.4829,-21.7771,Botswana,Paje,6,1,Subsoil,43.774,0.68,6.88,0.115097177,0.080182991,9.33,20.95833317,380,2357,82.05158716,Other
icr054684,31.534025,1.500463333,Uganda,Hoima,15,5,Topsoil,58.387,2.85,6.22,0.235797476,0.199771758,9.02,22.97499998,1313,1679,90.07007352,Grassland
icr054703,31.53915167,1.525328333,Uganda,Hoima,16,5,Topsoil,55.29,5.91,7.25,0.406162683,0.222098541,26.28,22.92499987,1332,1674,78.02146474,Other
icr054709,31.53856333,1.52303,Uganda,Hoima,16,8,Topsoil,57.195,3.99,5.86,0.196390375,0.589113876,11.42,22.97499998,1323,1676,85.03876658,Grassland
icr054710,31.53856333,1.52303,Uganda,Hoima,16,8,Subsoil,59.506,1.79,5.14,0.199049474,0.628147794,3.38,22.97499998,1323,1676,93.24626821,Grassland
icr054713,31.54251667,1.52372,Uganda,Hoima,16,10,Topsoil,62.139,3.51,5.99,0.163066324,0.18750149,9.58,23.0250001,1313,1682,84.62499129,Other
icr056220,28.26640167,-16.09294,Zambia,Monga,2,1,Topsoil,14.167,0.64,5.91,0.101506339,0.07239502,2.74,21.49166663,771,2109,76.98348105,Grassland
icr056281,28.27992667,-16.11281,Zambia,Monga,5,2,Subsoil,16.024,0.5,5.69,0.095065756,0.085933671,0.91,21.70833333,766,2117,72.01074864,Other
icr056500,28.32967,-16.04378333,Zambia,Monga,16,1,Topsoil,16.365,0.62,6.05,0.142545401,0.184246022,2.2,20.98749995,776,2076,66.85991252,Other
icr056501,28.32967,-16.04378333,Zambia,Monga,16,1,Subsoil,19.546,0.24,5.96,0.129225825,0.129718915,2.07,20.98749995,776,2076,64.62934332,Other
icr062136,48.6886,-18.3426,Madagascar,Didy,1,2,Topsoil,75.938,3.38,4.86,0.196600187,0.248653973,1.69,19.55000007,1725,1416,98.97157751,Forest
icr062137,48.6886,-18.3426,Madagascar,Didy,1,2,Subsoil,85.514,1.63,4.63,0.252629593,0.233812678,0.69,19.55000007,1725,1416,99.54802112,Forest
icr062138,48.6928,-18.3421,Madagascar,Didy,1,3,Topsoil,88.42,2.58,4.46,0.38480604,0.303551295,0.21,19.65000014,1747,1418,99.77885582,Forest
icr062139,48.6872,-18.3469,Madagascar,Didy,1,4,Topsoil,90.852,1.48,4.71,0.218452516,0.326577458,0.47,19.55000007,1725,1416,99.76725494,Forest
